RMSE_Humi,RMSE_Temp
0.16609537963866927,0.5126471815739606
0.27800275878906433,0.22552055597073561
0.38345502014160004,0.5643921312443183
0.016831439208985444,0.03940759493427137
0.04680633544921875,0.0421631910663649
0.02199061279296899,0.10726789353339683
0.06294970703125102,0.4115317335427555
0.006582226562500182,0.04313859182310864
0.2389658203125009,0.13300543066766934
0.3474655578613266,0.250828174419361
0.29383591918945484,0.10390597495049647
0.42763111572265444,0.20307904536505106
0.6481746215820294,0.6454921627523582
0.03121610717773393,0.01182135626613956
0.28838419799804527,0.42740278571577406
0.9369367492675806,2.008679629852722
0.2877062866210949,0.9281803238400208
0.5739262268066412,0.2139177583363292
0.385630938720702,0.22197970114053334
0.42836561279296603,0.04859193390123551
0.25151004028320045,0.11178387806822343
0.1625792541503941,0.5578603347904334
0.43415092163085944,0.2631092452005248
0.06598150634765432,0.33216830496825267
0.5173040283203107,1.300630963612619
0.5318996276855472,0.8627811181543663
0.03112971496582162,0.8506581833080382
0.23834768676757534,0.0910351262187703
0.8966897583007807,0.7263417187038144
0.1266387756347669,0.14029138167668265
0.2820733825683561,0.34181709158686857
0.08816392211914348,0.09691554803467284
0.5180246765136687,1.2495059624462286
0.22582349853515638,0.2652644069625154
0.5706235229492194,0.6613974998352425
0.24247706909179811,0.08903789949410168
0.18554365234375325,0.08140018082162825
0.07423898315429511,0.13499432766388253
0.3400604858398424,0.07695310120351806
0.7999648864746121,0.2718037518477523
0.8086848876953141,0.4489422961723193
0.13096621704101352,0.567472875262947
0.10779402465820453,0.11821812699791323
0.312401416015625,0.21399444699919457
0.6700479125976528,0.35750340224009136
0.47146023559569983,0.8919007190632122
0.085148822021484,0.5867306132462353
0.05449114990234705,0.436437461373405
0.15341825561523592,0.6961236735575298
0.4120115051269515,0.5407051726178054
0.7827693298339824,0.5002427201442465
0.009605651855466135,0.32139620869633845
0.15551232910156187,0.052910803106929194
0.6472561981201181,0.14463511438944465
0.4333944702148429,0.05912055280402839
0.33238865356445046,0.009154019777369626
0.03491002197265658,1.316244324885222
0.016747009277345626,0.0011148861938039545
0.5046335327148412,1.222971802984322
0.006616943359375682,0.11684091046173606
0.04093793945312285,1.0114200509197069
0.04927801208496163,0.08945343336107214
0.027485443115235597,1.289103959359057
0.12829594116210785,0.30582292804445643
0.15157864379882824,0.14650539794959272
0.147416699218752,0.7579093042586713
0.029621734619141193,0.31650161679284317
0.06076600341796734,0.3609367425962198
0.22445605468750074,0.749145039290589
0.10312480163574378,0.2905809014396574
0.19556412963866876,0.25599153973799815
0.22922379760742473,0.07439942435910396
0.15055929565429693,0.06862528183455652
0.033546295166019036,0.09289482735078991
0.12839534301757993,1.5353926183829287
0.06545432739257961,0.6794364428156783
0.3502488403320285,0.16595063064686855
0.3548855773925794,0.0758916541671848
0.14240739746093567,0.23260116683730558
0.11260610961914352,0.7655384709611006
0.14978071289062456,0.052123747026733724
0.02686721801757841,0.10761739288832572
0.14567402954101283,0.002220854833034025
0.38469060058594096,0.2192507901920564
0.23375363159179585,0.23978411412323908
0.07146659545898615,0.03000699595185452
0.8568033569335931,0.5437483221579562
0.000994647216799649,0.27437857621588435
0.443583923339844,0.21149347617313907
0.3133672790527342,0.49687136450614133
0.12017840576172034,0.05940709621256701
0.04615206909179648,0.16719806590240793
0.04403673095703198,0.6023349479184787
0.265139587402345,0.0033172378898242982
0.2374186706543,0.4675737045625148
0.32212101440429564,0.2984365371512041
0.25372258300781425,0.8412990610838875
1.0377708862304686,0.42429881105511313
0.053184051513675,0.6939580599821795
0.5463496398925756,0.2851721807779981
0.46821493225097655,1.4693396758980448
0.22471163940429761,0.014579686602157693
