RMSE_Humi,RMSE_Temp
0.6596211242675807,0.7243518778008813
0.388161132812499,0.576997883557425
0.15333480834961222,0.18541218860895725
0.035187213134769024,0.2714632528244678
0.19843626098632683,0.39894533558894807
0.39252344970703135,0.1159721185935183
0.0631485412597641,0.1067986730738184
0.1557420196533208,1.385217692924396
0.4851632385253879,1.0326271443986172
0.0785889160156259,0.15076011959287072
0.3516904479980454,0.41558317831236735
0.17858140869140726,0.4227790813021812
0.09055799560547229,0.17004158429190142
0.20411522216797096,0.010476230167761003
0.16092514038086136,0.5193048873734192
0.037588519287112376,0.38432810124507455
0.35481086730957045,0.1570114543140626
0.327079241943359,0.11785624174765275
0.1114684600830067,0.5427402865145083
0.1327378662109382,0.2133008596128434
0.26210563964843914,1.817727775777275
0.1164436035156271,1.2127537132756423
0.13753581542968618,0.5316334337785484
0.21554598999023256,1.8358820133401217
0.1247496215820334,0.2642835992890262
0.19735841064453297,0.3813493553625733
0.14390874023437306,0.8587433382877165
0.11058693237304595,0.12903948367047846
0.2518187377929664,0.03748097859296706
0.0592972534179701,0.30211140079453713
0.09736830139160091,0.1150644488133139
0.7302671813964849,0.46592428988169843
0.21666752319335814,0.5858650164604882
0.30663624267577916,0.5120264596080801
0.07829674072265647,0.3567191203128033
0.38977841186523676,0.4646176913442517
0.3738384277343769,0.30519873025422584
0.06844581604003963,0.03254238689746458
0.09869781494140284,0.07343504805602663
0.034921310424802954,0.50414031500409
0.6072953796386713,1.4060588609129852
0.11058693237304595,0.12903948367047846
0.19978709716797027,0.025589442756444924
0.5656133544921857,1.3270744450579315
0.13727876586914078,0.343284104294991
0.9590338439941419,0.19543969733408417
0.18566168212890943,0.47962399349726326
1.4612000854492209,1.94809536002019
0.7302671813964849,0.46592428988169843
0.21666752319335814,0.5858650164604882
0.3516904479980454,0.41558317831236735
0.2772246887207004,0.08499196497803929
0.07190563964843477,0.06535714198018994
0.0494212646484371,0.7096839930022156
0.24785447692871188,0.9522466894307193
0.21355076293945174,0.09471685079891046
0.20407148437499956,0.28047192153985634
0.07203388671874933,0.6064348953346688
0.03027125854492141,0.09014152419190324
0.11679383544922217,0.12526975201513935
0.0036946105957014197,0.18574645441118776
0.07983496093749665,0.08213994002150571
0.12064677429199122,0.16811590188343573
0.08249550170898345,0.14327161809725553
0.042010073852537744,0.7144036623044414
0.2151356018066437,0.21868483577251396
0.11943470458984251,0.452409877530048
0.4905488586425797,0.7040841232864423
0.4637117492675813,0.01592859763327681
0.12035085754394359,1.0733897759138458
0.14179478149414138,0.20364942896068428
0.05396540527343774,0.09713660826054493
0.11456904296875337,0.29701173871402275
0.00785139160156234,0.3934720034171555
0.03873606567383092,0.005622162745090975
0.09267010803222675,0.4984272137370773
0.17636151123046773,0.06480735191373199
0.08928172607421914,0.31714722918014004
0.05596430664062524,0.38883775272875454
0.23521786499023278,0.4995614617423918
0.2193459899902379,0.7817075173371784
0.578058093261717,0.38884435087394564
0.11595306396484517,0.4134682936325831
0.10242014770507524,0.20057993186778944
0.1939910705566419,0.10724528273924605
0.3751603088378914,0.2656844401895171
0.009373883056639443,0.28104197260747554
0.19992974853515477,0.18939124245623162
0.17647727661132961,0.35739328788510605
0.055698315429687284,0.9760935167087084
0.027725006103516137,0.5487208704490598
0.20761546020507637,0.37873913312929375
0.48981855468749913,0.21055442494023424
0.06308163452148108,0.34427575219457296
0.0305830200195345,0.3124629456474821
0.09088925476074294,0.1030452712720411
0.09055799560547229,0.17004158429190142
0.14164736938476352,0.23043626331404
0.1409831420898442,0.00976141974270206
0.06665905761718705,0.3304866543996745
0.1642672241210903,0.07930401468619763
0.6596211242675807,0.7243518778008813
